Year,Country of Origin (ISO),Country of Origin,Country of Asylum,Country of Asylum (ISO),Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2012,IRQ,Iraq,SYR,Syrian Arab Rep.,SWE,Sweden,10
2012,IRQ,Iraq,LEB,Lebanon,AUS,Australia,308
2012,ERT,Eritrea,YEM,Yemen,NOR,Norway,6
2012,All others,All others,All others,All others,URY,Uruguay,21
2012,ERT,Eritrea,ISR,Israel,NOR,Norway,1
2012,SOM,Somalia,TUN,Tunisia,USA,United States of America,203
2012,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,SWE,Sweden,3
2012,SOM,Somalia,LEB,Lebanon,USA,United States of America,9
2012,IRQ,Iraq,MOR,Morocco,SWE,Sweden,1
2012,ERT,Eritrea,YEM,Yemen,DNK,Denmark,46
2012,IRQ,Iraq,TUN,Tunisia,GBR,United Kingdom of Great Britain and Northern Ireland,1
2012,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,349
2012,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,56
2012,All others,All others,All others,All others,USA,United States of America,12235
2012,IRQ,Iraq,BAH,Bahrain,USA,United States of America,64
2012,IRQ,Iraq,ARE,Egypt,CAN,Canada,84
2012,AFG,Afghanistan,SYR,Syrian Arab Rep.,FIN,Finland,1
2012,ERT,Eritrea,ARE,Egypt,CAN,Canada,14
2012,ERT,Eritrea,TUN,Tunisia,DNK,Denmark,1
2012,ERT,Eritrea,ARE,Egypt,NZL,New Zealand,10
2012,ERT,Eritrea,YEM,Yemen,FIN,Finland,29
2012,All others,All others,All others,All others,HUN,Hungary,10
2012,SUD,Sudan,ARE,Egypt,NZL,New Zealand,106
2012,IRQ,Iraq,KUW,Kuwait,CAN,Canada,8
2012,ERT,Eritrea,JOR,Jordan,ITA,Italy,7
2012,ERT,Eritrea,ARE,Egypt,USA,United States of America,61
2012,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,28
2012,COD,Dem. Rep. of the Congo,MOR,Morocco,SWE,Sweden,10
2012,ERT,Eritrea,ARE,Egypt,DNK,Denmark,3
2012,All others,All others,All others,All others,ARG,Argentina,29
2012,SOM,Somalia,SYR,Syrian Arab Rep.,CAN,Canada,7
2012,IRQ,Iraq,JOR,Jordan,AUS,Australia,133
2012,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,8
2012,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,1
2012,IRQ,Iraq,TUN,Tunisia,USA,United States of America,12
2012,SOM,Somalia,YEM,Yemen,NOR,Norway,34
2012,All others,All others,All others,All others,IRL,Ireland,17
2012,SUD,Sudan,ARE,Egypt,PRT,Portugal,7
2012,SUD,Sudan,ARE,Egypt,USA,United States of America,1318
2012,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,CAN,Canada,4
2012,IRQ,Iraq,MOR,Morocco,DNK,Denmark,2
2012,AFG,Afghanistan,SYR,Syrian Arab Rep.,NOR,Norway,5
2012,IRQ,Iraq,JOR,Jordan,CAN,Canada,28
2012,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,1
2012,IRQ,Iraq,JOR,Jordan,USA,United States of America,1292
2012,SOM,Somalia,YEM,Yemen,DNK,Denmark,10
2012,IRQ,Iraq,ARE,Egypt,NOR,Norway,4
2012,IRQ,Iraq,LEB,Lebanon,CAN,Canada,207
2012,ERT,Eritrea,TUN,Tunisia,ESP,Spain,2
2012,ERT,Eritrea,ARE,Egypt,AUS,Australia,20
2012,ERT,Eritrea,SYR,Syrian Arab Rep.,NLD,Netherlands,1
2012,SUD,Sudan,SYR,Syrian Arab Rep.,SWE,Sweden,25
2012,IRQ,Iraq,SYR,Syrian Arab Rep.,USA,United States of America,50
2012,ERT,Eritrea,ARE,Egypt,PRT,Portugal,2
2012,All others,All others,All others,All others,AUS,Australia,1435
2012,SUD,Sudan,LEB,Lebanon,USA,United States of America,64
2012,IRQ,Iraq,LEB,Lebanon,NLD,Netherlands,75
2012,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,1846
2012,ERT,Eritrea,ISR,Israel,DNK,Denmark,2
2012,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,6
2012,SOM,Somalia,ARE,Egypt,SWE,Sweden,1
2012,All others,All others,All others,All others,KOR,Rep. of Korea,12
2012,IRQ,Iraq,BAH,Bahrain,CAN,Canada,6
2012,SOM,Somalia,SYR,Syrian Arab Rep.,FIN,Finland,7
2012,SOM,Somalia,SYR,Syrian Arab Rep.,NOR,Norway,14
2012,IRQ,Iraq,QAT,Qatar,NZL,New Zealand,2
2012,ERT,Eritrea,JOR,Jordan,SWE,Sweden,10
2012,SUD,Sudan,TUN,Tunisia,NOR,Norway,10
2012,SUD,Sudan,SYR,Syrian Arab Rep.,NOR,Norway,8
2012,ERT,Eritrea,TUN,Tunisia,USA,United States of America,43
2012,SOM,Somalia,SYR,Syrian Arab Rep.,SWE,Sweden,13
2012,COD,Dem. Rep. of the Congo,ARE,Egypt,SWE,Sweden,2
2012,SOM,Somalia,ARE,Egypt,CAN,Canada,28
2012,SUD,Sudan,TUN,Tunisia,USA,United States of America,235
2012,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,1
2012,ERT,Eritrea,SYR,Syrian Arab Rep.,NOR,Norway,1
2012,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,2
2012,All others,All others,All others,All others,BRA,Brazil,63
2012,All others,All others,All others,All others,NLD,Netherlands,252
2012,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,9
2012,SYR,Syrian Arab Rep.,IRQ,Iraq,NOR,Norway,1
2012,AFG,Afghanistan,LEB,Lebanon,AUS,Australia,2
2012,SOM,Somalia,JOR,Jordan,USA,United States of America,11
2012,IRQ,Iraq,SYR,Syrian Arab Rep.,FIN,Finland,7
2012,SUD,Sudan,ARE,Egypt,SWE,Sweden,40
2012,IRQ,Iraq,MOR,Morocco,FIN,Finland,1
2012,ERT,Eritrea,TUN,Tunisia,AUS,Australia,1
2012,SOM,Somalia,TUN,Tunisia,NOR,Norway,1
2012,AFG,Afghanistan,JOR,Jordan,CAN,Canada,1
2012,ERT,Eritrea,ARE,Egypt,SWE,Sweden,24
2012,SUD,Sudan,LEB,Lebanon,SWE,Sweden,22
2012,All others,All others,All others,All others,CAN,Canada,2232
2012,SUD,Sudan,ARE,Egypt,NOR,Norway,9
2012,SUD,Sudan,ARE,Egypt,AUS,Australia,144
2012,SUD,Sudan,TUN,Tunisia,CAN,Canada,3
2012,All others,All others,All others,All others,NOR,Norway,469
2012,SOM,Somalia,TUN,Tunisia,CAN,Canada,4
2012,SOM,Somalia,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,1
2012,SOM,Somalia,LEB,Lebanon,CAN,Canada,2
2012,COD,Dem. Rep. of the Congo,MOR,Morocco,CAN,Canada,7
2012,IRQ,Iraq,KUW,Kuwait,USA,United States of America,52
2012,ERT,Eritrea,ARE,Egypt,FIN,Finland,10
2012,SUD,Sudan,ISR,Israel,SWE,Sweden,2
2012,All others,All others,All others,All others,CHE,Switzerland,15
2012,ERT,Eritrea,TUN,Tunisia,NOR,Norway,7
2012,SUD,Sudan,YEM,Yemen,SWE,Sweden,6
2012,SUD,Sudan,ISR,Israel,CAN,Canada,3
2012,SUD,Sudan,TUN,Tunisia,CHE,Switzerland,1
2012,SUD,Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,96
2012,ERT,Eritrea,YEM,Yemen,NLD,Netherlands,15
2012,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,AUS,Australia,2
2012,All others,All others,All others,All others,NZL,New Zealand,426
2012,SOM,Somalia,LEB,Lebanon,NOR,Norway,4
2012,IRQ,Iraq,SYR,Syrian Arab Rep.,NLD,Netherlands,39
2012,SOM,Somalia,TUN,Tunisia,DEU,Germany,62
2012,IRQ,Iraq,ARE,Egypt,NZL,New Zealand,4
2012,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,40
2012,IRQ,Iraq,LEB,Lebanon,USA,United States of America,1101
2012,ERT,Eritrea,LEB,Lebanon,SWE,Sweden,4
2012,IRQ,Iraq,SYR,Syrian Arab Rep.,NOR,Norway,13
2012,SOM,Somalia,TUN,Tunisia,SWE,Sweden,18
2012,SUD,Sudan,TUN,Tunisia,PRT,Portugal,10
2012,SOM,Somalia,YEM,Yemen,USA,United States of America,63
2012,IRQ,Iraq,OMN,Oman,USA,United States of America,4
2012,IRQ,Iraq,TUN,Tunisia,CAN,Canada,5
2012,All others,All others,All others,All others,DEU,Germany,12
2012,SYR,Syrian Arab Rep.,ISR,Israel,CAN,Canada,1
2012,COD,Dem. Rep. of the Congo,TUN,Tunisia,DEU,Germany,1
2012,SOM,Somalia,SYR,Syrian Arab Rep.,NZL,New Zealand,6
2012,COD,Dem. Rep. of the Congo,MOR,Morocco,NOR,Norway,5
2012,SUD,Sudan,TUN,Tunisia,DEU,Germany,93
2012,All others,All others,All others,All others,PRT,Portugal,3
2012,ERT,Eritrea,ISR,Israel,SWE,Sweden,4
2012,ERT,Eritrea,TUN,Tunisia,CAN,Canada,12
2012,All others,All others,All others,All others,DNK,Denmark,310
2012,SOM,Somalia,IRQ,Iraq,FIN,Finland,3
2012,SOM,Somalia,KUW,Kuwait,USA,United States of America,89
2012,ERT,Eritrea,ISR,Israel,USA,United States of America,9
2012,IRQ,Iraq,ARE,Egypt,DNK,Denmark,4
2012,ERT,Eritrea,SYR,Syrian Arab Rep.,SWE,Sweden,1
2012,IRQ,Iraq,TUN,Tunisia,DEU,Germany,38
2012,SOM,Somalia,TUN,Tunisia,DNK,Denmark,2
2012,SOM,Somalia,ARE,Egypt,NZL,New Zealand,16
2012,All others,All others,All others,All others,PRY,Paraguay,18
2012,SOM,Somalia,JOR,Jordan,CAN,Canada,4
2013,SYR,Syrian Arab Rep.,KUW,Kuwait,USA,United States of America,1
2013,All others,All others,All others,All others,DEU,Germany,147
2013,ERT,Eritrea,ISR,Israel,SWE,Sweden,58
2013,SOM,Somalia,KUW,Kuwait,USA,United States of America,39
2013,All others,All others,All others,All others,ROU,Romania,1
2013,AFG,Afghanistan,JOR,Jordan,USA,United States of America,1
2013,ERT,Eritrea,ISR,Israel,USA,United States of America,30
2013,SUD,Sudan,SYR,Syrian Arab Rep.,CAN,Canada,1
2013,SOM,Somalia,JOR,Jordan,CAN,Canada,12
2013,AFG,Afghanistan,SYR,Syrian Arab Rep.,IRL,Ireland,31
2013,ERT,Eritrea,JOR,Jordan,CAN,Canada,1
2013,SOM,Somalia,ARE,Egypt,FRA,France,3
2013,SUD,Sudan,ARE,Egypt,DNK,Denmark,12
2013,SOM,Somalia,YEM,Yemen,FRA,France,21
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,SWE,Sweden,183
2013,ERT,Eritrea,YEM,Yemen,SWE,Sweden,72
2013,All others,All others,All others,All others,DNK,Denmark,283
2013,AFG,Afghanistan,LEB,Lebanon,USA,United States of America,1
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,38
2013,SOM,Somalia,LEB,Lebanon,FIN,Finland,3
2013,SYR,Syrian Arab Rep.,IRQ,Iraq,NLD,Netherlands,1
2013,IRQ,Iraq,JOR,Jordan,NLD,Netherlands,65
2013,All others,All others,All others,All others,SWE,Sweden,251
2013,IRQ,Iraq,UAE,United Arab Emirates,USA,United States of America,41
2013,SUD,Sudan,UAE,United Arab Emirates,CAN,Canada,1
2013,AFG,Afghanistan,SYR,Syrian Arab Rep.,DNK,Denmark,1
2013,COD,Dem. Rep. of the Congo,MOR,Morocco,PRT,Portugal,3
2013,SOM,Somalia,ARE,Egypt,USA,United States of America,289
2013,All others,All others,All others,All others,FIN,Finland,189
2013,AFG,Afghanistan,SYR,Syrian Arab Rep.,SWE,Sweden,4
2013,IRQ,Iraq,ARE,Egypt,USA,United States of America,132
2013,SUD,Sudan,JOR,Jordan,USA,United States of America,100
2013,IRQ,Iraq,SYR,Syrian Arab Rep.,DEU,Germany,98
2013,All others,All others,All others,All others,URY,Uruguay,21
2013,SUD,Sudan,LEB,Lebanon,FRA,France,4
2013,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,22
2013,SUD,Sudan,ARE,Egypt,CAN,Canada,32
2013,COD,Dem. Rep. of the Congo,MOR,Morocco,FRA,France,4
2013,SYR,Syrian Arab Rep.,JOR,Jordan,AUT,Austria,32
2013,SUD,Sudan,LEB,Lebanon,CAN,Canada,10
2013,ERT,Eritrea,SAU,Saudi Arabia,SWE,Sweden,4
2013,IRQ,Iraq,LEB,Lebanon,AUS,Australia,155
2013,SUD,Sudan,ISR,Israel,DNK,Denmark,1
2013,SUD,Sudan,TUN,Tunisia,FRA,France,1
2013,ERT,Eritrea,YEM,Yemen,NOR,Norway,11
2013,IRQ,Iraq,UAE,United Arab Emirates,CAN,Canada,55
2013,SYR,Syrian Arab Rep.,JOR,Jordan,LUX,Luxembourg,25
2013,SOM,Somalia,TUN,Tunisia,USA,United States of America,4
2013,SYR,Syrian Arab Rep.,SAU,Saudi Arabia,NLD,Netherlands,4
2013,IRQ,Iraq,UAE,United Arab Emirates,FIN,Finland,6
2013,All others,All others,All others,All others,FRA,France,83
2013,SOM,Somalia,LEB,Lebanon,USA,United States of America,7
2013,SSD,South Sudan,ISR,Israel,USA,United States of America,4
2013,IRQ,Iraq,MOR,Morocco,USA,United States of America,6
2013,SOM,Somalia,ISR,Israel,FIN,Finland,1
2013,All others,All others,All others,All others,USA,United States of America,10055
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,ISL,Iceland,1
2013,COD,Dem. Rep. of the Congo,LEB,Lebanon,CAN,Canada,3
2013,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,104
2013,SYR,Syrian Arab Rep.,JOR,Jordan,NOR,Norway,7
2013,All others,All others,All others,All others,ARG,Argentina,42
2013,SOM,Somalia,LEB,Lebanon,SWE,Sweden,1
2013,IRQ,Iraq,BAH,Bahrain,USA,United States of America,33
2013,IRQ,Iraq,ARE,Egypt,CAN,Canada,44
2013,IRQ,Iraq,SAU,Saudi Arabia,CAN,Canada,3
2013,AFG,Afghanistan,SYR,Syrian Arab Rep.,FRA,France,1
2013,ERT,Eritrea,ARE,Egypt,CAN,Canada,47
2013,SUD,Sudan,LEB,Lebanon,DNK,Denmark,4
2013,SYR,Syrian Arab Rep.,JOR,Jordan,SWE,Sweden,212
2013,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,13
2013,ERT,Eritrea,YEM,Yemen,FIN,Finland,19
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,FRA,France,53
2013,SSD,South Sudan,ARE,Egypt,USA,United States of America,1
2013,IRQ,Iraq,KUW,Kuwait,CAN,Canada,8
2013,ERT,Eritrea,SAU,Saudi Arabia,FRA,France,5
2013,SOM,Somalia,YEM,Yemen,SWE,Sweden,9
2013,All others,All others,All others,All others,AUS,Australia,1785
2013,ERT,Eritrea,ARE,Egypt,USA,United States of America,35
2013,SUD,Sudan,ISR,Israel,FIN,Finland,1
2013,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,66
2013,COD,Dem. Rep. of the Congo,MOR,Morocco,SWE,Sweden,1
2013,SYR,Syrian Arab Rep.,JOR,Jordan,NLD,Netherlands,48
2013,SOM,Somalia,SYR,Syrian Arab Rep.,CAN,Canada,10
2013,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,1
2013,IRQ,Iraq,JOR,Jordan,AUS,Australia,418
2013,All others,All others,All others,All others,ISL,Iceland,8
2013,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,4
2013,IRQ,Iraq,JOR,Jordan,FRA,France,11
2013,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,2
2013,SOM,Somalia,YEM,Yemen,NOR,Norway,6
2013,SYR,Syrian Arab Rep.,JOR,Jordan,AUS,Australia,1
2013,ERT,Eritrea,ISR,Israel,NLD,Netherlands,2
2013,SUD,Sudan,ARE,Egypt,USA,United States of America,634
2013,IRQ,Iraq,LEB,Lebanon,CAN,Canada,212
2013,All others,All others,All others,All others,BEL,Belgium,46
2013,AFG,Afghanistan,SYR,Syrian Arab Rep.,NOR,Norway,2
2013,IRQ,Iraq,JOR,Jordan,CAN,Canada,245
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,93
2013,IRQ,Iraq,JOR,Jordan,USA,United States of America,988
2013,SOM,Somalia,YEM,Yemen,DNK,Denmark,22
2013,SUD,Sudan,JOR,Jordan,NLD,Netherlands,5
2013,All others,All others,All others,All others,KOR,Rep. of Korea,31
2013,ERT,Eritrea,ARE,Egypt,AUS,Australia,62
2013,IRQ,Iraq,SYR,Syrian Arab Rep.,USA,United States of America,1
2013,SUD,Sudan,LEB,Lebanon,USA,United States of America,38
2013,IRQ,Iraq,LEB,Lebanon,NLD,Netherlands,2
2013,IRQ,Iraq,UAE,United Arab Emirates,FRA,France,2
2013,SOM,Somalia,KUW,Kuwait,CAN,Canada,5
2013,COD,Dem. Rep. of the Congo,MOR,Morocco,NLD,Netherlands,3
2013,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,1127
2013,ERT,Eritrea,ISR,Israel,DNK,Denmark,2
2013,SOM,Somalia,ARE,Egypt,SWE,Sweden,1
2013,SYR,Syrian Arab Rep.,JOR,Jordan,FRA,France,19
2013,IRQ,Iraq,BAH,Bahrain,CAN,Canada,4
2013,SOM,Somalia,MOR,Morocco,USA,United States of America,1
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,DNK,Denmark,1
2013,ERT,Eritrea,YEM,Yemen,NZL,New Zealand,24
2013,SUD,Sudan,ARE,Egypt,IRL,Ireland,5
2013,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,CAN,Canada,7
2013,All others,All others,All others,All others,BRA,Brazil,153
2013,ERT,Eritrea,ISR,Israel,NZL,New Zealand,1
2013,SUD,Sudan,LEB,Lebanon,NOR,Norway,6
2013,SOM,Somalia,YEM,Yemen,FIN,Finland,3
2013,SOM,Somalia,SYR,Syrian Arab Rep.,DEU,Germany,10
2013,All others,All others,All others,All others,NLD,Netherlands,261
2013,COD,Dem. Rep. of the Congo,ARE,Egypt,USA,United States of America,5
2013,SOM,Somalia,ARE,Egypt,CAN,Canada,45
2013,SUD,Sudan,TUN,Tunisia,USA,United States of America,1
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,21
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,2
2013,ERT,Eritrea,ISR,Israel,CAN,Canada,2
2013,IRQ,Iraq,SYR,Syrian Arab Rep.,CHE,Switzerland,26
2013,IRQ,Iraq,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,2
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,21
2013,SOM,Somalia,JOR,Jordan,USA,United States of America,61
2013,All others,All others,All others,All others,CAN,Canada,3371
2013,SUD,Sudan,ARE,Egypt,SWE,Sweden,54
2013,SUD,Sudan,ARE,Egypt,NOR,Norway,8
2013,All others,All others,All others,All others,NOR,Norway,157
2013,SOM,Somalia,SYR,Syrian Arab Rep.,NLD,Netherlands,1
2013,ERT,Eritrea,ARE,Egypt,SWE,Sweden,52
2013,SOM,Somalia,UAE,United Arab Emirates,CAN,Canada,5
2013,COD,Dem. Rep. of the Congo,MOR,Morocco,FIN,Finland,2
2013,SUD,Sudan,LEB,Lebanon,SWE,Sweden,4
2013,ERT,Eritrea,SAU,Saudi Arabia,NOR,Norway,4
2013,AFG,Afghanistan,SYR,Syrian Arab Rep.,CAN,Canada,1
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,DEU,Germany,4251
2013,SUD,Sudan,ARE,Egypt,AUS,Australia,75
2013,All others,All others,All others,All others,CHE,Switzerland,9
2013,IRQ,Iraq,LEB,Lebanon,FRA,France,2
2013,SOM,Somalia,LEB,Lebanon,CAN,Canada,1
2013,COD,Dem. Rep. of the Congo,MOR,Morocco,CAN,Canada,16
2013,All others,All others,All others,All others,NZL,New Zealand,423
2013,COD,Dem. Rep. of the Congo,MOR,Morocco,USA,United States of America,5
2013,SUD,Sudan,LEB,Lebanon,FIN,Finland,4
2013,IRQ,Iraq,SYR,Syrian Arab Rep.,NZL,New Zealand,65
2013,IRQ,Iraq,KUW,Kuwait,USA,United States of America,120
2013,SYR,Syrian Arab Rep.,LEB,Lebanon,AUS,Australia,105
2013,SUD,Sudan,ARE,Egypt,FIN,Finland,146
2013,SYR,Syrian Arab Rep.,JOR,Jordan,HUN,Hungary,5
2013,IRQ,Iraq,QAT,Qatar,USA,United States of America,35
2013,SUD,Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,162
2013,ERT,Eritrea,YEM,Yemen,NLD,Netherlands,26
2013,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,AUS,Australia,5
2013,SOM,Somalia,LEB,Lebanon,NOR,Norway,3
2013,IRQ,Iraq,SYR,Syrian Arab Rep.,NLD,Netherlands,95
2013,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,946
2013,IRQ,Iraq,LEB,Lebanon,USA,United States of America,768
2013,All others,All others,All others,All others,CZE,Czechia,9
2013,ERT,Eritrea,JOR,Jordan,USA,United States of America,1
2013,SUD,Sudan,TUN,Tunisia,PRT,Portugal,1
2013,IRQ,Iraq,UAE,United Arab Emirates,GBR,United Kingdom of Great Britain and Northern Ireland,1
2013,All others,All others,All others,All others,PRT,Portugal,11
2013,IRQ,Iraq,OMN,Oman,USA,United States of America,6
2013,ERT,Eritrea,SAU,Saudi Arabia,NZL,New Zealand,4
2013,AFG,Afghanistan,SYR,Syrian Arab Rep.,DEU,Germany,4
2013,SYR,Syrian Arab Rep.,IRQ,Iraq,SWE,Sweden,2
2013,ERT,Eritrea,LEB,Lebanon,CAN,Canada,1
2014,SYR,Syrian Arab Rep.,ARE,Egypt,AUS,Australia,43
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,896
2014,IRQ,Iraq,LEB,Lebanon,USA,United States of America,750
2014,SYR,Syrian Arab Rep.,JOR,Jordan,FIN,Finland,307
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,URY,Uruguay,188
2014,All others,All others,All others,All others,HUN,Hungary,1
2014,IRQ,Iraq,OMN,Oman,USA,United States of America,32
2014,IRQ,Iraq,ARE,Egypt,DNK,Denmark,9
2014,SSD,South Sudan,ISR,Israel,CAN,Canada,1
2014,IRQ,Iraq,JOR,Jordan,NOR,Norway,1
2014,SYR,Syrian Arab Rep.,JOR,Jordan,IRL,Ireland,84
2014,AFG,Afghanistan,SYR,Syrian Arab Rep.,DEU,Germany,7
2014,IRQ,Iraq,ARE,Egypt,NLD,Netherlands,9
2014,SOM,Somalia,ARE,Egypt,NZL,New Zealand,28
2014,SYR,Syrian Arab Rep.,IRQ,Iraq,SWE,Sweden,115
2014,ERT,Eritrea,LEB,Lebanon,CAN,Canada,3
2014,ERT,Eritrea,ARE,Egypt,NOR,Norway,2
2014,SUD,Sudan,ARE,Egypt,NLD,Netherlands,6
2014,ERT,Eritrea,ISR,Israel,SWE,Sweden,27
2014,SUD,Sudan,ARE,Egypt,FRA,France,3
2014,IRQ,Iraq,UAE,United Arab Emirates,NLD,Netherlands,4
2014,SOM,Somalia,KUW,Kuwait,USA,United States of America,63
2014,ERT,Eritrea,ISR,Israel,USA,United States of America,83
2014,SUD,Sudan,SYR,Syrian Arab Rep.,CAN,Canada,12
2014,AFG,Afghanistan,UAE,United Arab Emirates,CAN,Canada,2
2014,All others,All others,All others,All others,ISL,Iceland,4
2014,IRQ,Iraq,JOR,Jordan,SWE,Sweden,1
2014,SOM,Somalia,JOR,Jordan,CAN,Canada,1
2014,SUD,Sudan,LEB,Lebanon,NLD,Netherlands,2
2014,SOM,Somalia,ARE,Egypt,PRT,Portugal,1
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,127
2014,SOM,Somalia,ARE,Egypt,FRA,France,5
2014,SYR,Syrian Arab Rep.,ARE,Egypt,USA,United States of America,831
2014,SUD,Sudan,ARE,Egypt,DNK,Denmark,15
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,SWE,Sweden,108
2014,ERT,Eritrea,YEM,Yemen,SWE,Sweden,42
2014,IRQ,Iraq,UAE,United Arab Emirates,DNK,Denmark,7
2014,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,DEU,Germany,3
2014,ERT,Eritrea,LBY,Libya,AUS,Australia,1
2014,SOM,Somalia,SYR,Syrian Arab Rep.,DNK,Denmark,4
2014,IRQ,Iraq,UAE,United Arab Emirates,USA,United States of America,137
2014,SUD,Sudan,SYR,Syrian Arab Rep.,DEU,Germany,2
2014,All others,All others,All others,All others,ITA,Italy,4
2014,IRQ,Iraq,ARE,Egypt,FIN,Finland,9
2014,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,USA,United States of America,6
2014,ERT,Eritrea,ISR,Israel,NOR,Norway,3
2014,IRQ,Iraq,LEB,Lebanon,FIN,Finland,10
2014,AFG,Afghanistan,LEB,Lebanon,CAN,Canada,2
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,SWE,Sweden,8
2014,SYR,Syrian Arab Rep.,JOR,Jordan,NZL,New Zealand,3
2014,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,SWE,Sweden,1
2014,COD,Dem. Rep. of the Congo,ALG,Algeria,USA,United States of America,3
2014,SYR,Syrian Arab Rep.,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,5
2014,SOM,Somalia,ARE,Egypt,USA,United States of America,203
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,HUN,Hungary,4
2014,IRQ,Iraq,ARE,Egypt,USA,United States of America,179
2014,SUD,Sudan,JOR,Jordan,USA,United States of America,74
2014,IRQ,Iraq,UAE,United Arab Emirates,NZL,New Zealand,4
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,DEU,Germany,71
2014,SUD,Sudan,LEB,Lebanon,FRA,France,10
2014,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,3780
2014,All others,All others,All others,All others,KOR,Rep. of Korea,14
2014,SUD,Sudan,ARE,Egypt,CAN,Canada,19
2014,SOM,Somalia,ALG,Algeria,USA,United States of America,1
2014,IRQ,Iraq,ISR,Israel,USA,United States of America,9
2014,SYR,Syrian Arab Rep.,JOR,Jordan,AUT,Austria,409
2014,SUD,Sudan,LEB,Lebanon,CAN,Canada,52
2014,ERT,Eritrea,SAU,Saudi Arabia,SWE,Sweden,3
2014,IRQ,Iraq,LEB,Lebanon,AUS,Australia,71
2014,SUD,Sudan,ISR,Israel,DNK,Denmark,7
2014,ERT,Eritrea,ISR,Israel,FRA,France,1
2014,ERT,Eritrea,YEM,Yemen,NOR,Norway,7
2014,IRQ,Iraq,UAE,United Arab Emirates,CAN,Canada,50
2014,All others,All others,All others,All others,CHE,Switzerland,13
2014,IRQ,Iraq,ARE,Egypt,CZE,Czechia,9
2014,ERT,Eritrea,ISR,Israel,AUT,Austria,3
2014,ERT,Eritrea,ARE,Egypt,NZL,New Zealand,2
2014,IRQ,Iraq,UAE,United Arab Emirates,FIN,Finland,4
2014,AFG,Afghanistan,ALG,Algeria,FRA,France,2
2014,SOM,Somalia,LEB,Lebanon,USA,United States of America,5
